MaHP,TenHP,ThoiLuong,TinChiHocTap,TinChiHocPhi,HeSo,MaNhomHP
BEM4351,Khóa luận tốt nghiệp,6(1-10-0-12),6,15,0.5,NULL
BEM4412,Quản trị chất lượng,2(2-1-0-4),2,3,0.7,NULL
BEM4413,Quản trị nhân lực,3(3-0-0-6),3,3,0.7,NULL
BEM4415,Quản trị công nghệ,2(2-0-0-4),2,2,0.7,NULL
BEM4416,Quản trị chiến lược,3(3-0-0-6),3,3,0.7,NULL
BEM4417,Quản trị sản xuất,3(3-1-0-6),3,4,0.7,NULL
BEM4435,Quản trị dự án,3(3-0-0-6),3,3,0.7,NULL
BEM4720,Kế toán doanh nghiệp,3(3-1-0-6),3,4,0.7,NULL
BF1016,Sinh học đại cương,4(3-1-0.5-8),4,5,0.7,NULL
BF1601,Sinh học đại cương,3(2-1-1-6),3,4.5,0.6,NULL
BF2010,Hóa sinh thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF2011,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,1,NULL
BF2012,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF2013,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,0.7,NULL
BF2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6,NULL
BF2023,Nhập môn công nghệ thực phẩm,3(2-0-2-6),3,5,0.7,NULL
BF2110,Hoá sinh,4(4-0-0-8),4,4,0.7,NULL
BF2111,TN Hóa sinh,2(0-0-4-4),2,6,0.7,NULL
BF2112,Nhập môn KT sinh học,2(2-0-1-4),2,3.5,0.7,NULL
BF2410,Công nghệ sinh học đại cương,3(3-1-0-6),3,4,0.7,NULL
BF2511,Nhập môn Công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.6,NULL
BF2511E,Nhập môn Công nghệ thực phẩm,1(1-0-1-2),1,2.5,0.7,NULL
BF2571E,Kỹ thuật các quá trình CNTP I,2(2-0-1-4),2,3.5,0.7,NULL
BF2572E,Kỹ thuật các Quá trình trong CNTP II,3(2-1-1-6),3,4.5,0.7,NULL
BF2601,Hóa sinh y sinh,3(2-1-1-6),3,4.5,0.6,NULL
BF2701,Nhập môn kỹ thuật sinh học,2(1-1-1-4),2,3.5,0.5,NULL
BF2701E,Nhập môn Kỹ thuật Sinh học,3(3-0-0-6),3,3,0.7,NULL
BF2702,Hóa sinh,4(4-0-0-8),4,4,0.6,NULL
BF2702E,Hoá sinh,4(4-0-0-8),4,4,0.7,NULL
BF2703,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8,NULL
BF2703E,Thí nghiệm hóa sinh,2(0-0-4-4),2,4,0.7,NULL
BF2901,Nhập môn công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.7,NULL
BF3010,Hóa sinh,3(3-0-0-6),3,3,0.7,NULL
BF3011,Hóa sinh đại cương,4(3-1-2-8),4,7,0.7,NULL
BF3012,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF3013,TN Vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7,NULL
BF3014,Quá trình và thiết bị cơ học,3(2-1-1-6),3,4.5,0.7,NULL
BF3015,Quá trình và thiết bị chuyển khối,3(2-1-1-6),3,4.5,0.7,NULL
BF3016,Quá trình và thiết bị truyền nhiệt,2(2-0-1-4),2,3.5,0.7,NULL
BF3017,Đồ án I – Quá trình và thiết bị,1(0-0-2-2),1,2,0.7,NULL
BF3018,Quản lý chất lượng trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3019,Kỹ thuật đo lường và lý thuyết điều khiển tự động,3(3-0-1-6),3,4.5,0.7,NULL
BF3020,Hóa sinh thực phẩm,2(2-1-0-4),2,3,0.8,NULL
BF3021,Hóa sinh thực phẩm,2(2-1-0-4),2,3,0.8,NULL
BF3022,Kỹ thuật xử lý chất thải trong công nghiệp thực phẩm,2(1-2-0-4),2,3,0.7,NULL
BF3023,Nhập môn KT Thực phẩm,2(2-0-1-4),2,3.5,0.7,NULL
BF3030,Vi sinh đại cương,3(3-1-1-6),3,5.5,0.6,NULL
BF3031,Vi sinh đại cương,4(3-0-2-8),4,6,0.7,NULL
BF3032,Dinh dưỡng và an toàn thực phẩm,3(2-2-0-4),3,4,0.7,NULL
BF3033,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm,4(3-0-2-8),4,6,0.7,NULL
BF3040,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,0.6,NULL
BF3041,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,0.6,NULL
BF3050,Hoá sinh,4(4-0-0-8),4,4,0.7,NULL
BF3060,Công nghệ môi trường đại cương,2(2-1-0-4),2,3,0.8,NULL
BF3070,Kỹ thuật thực phẩm đại cương,3(3-0-0-6),3,3,0.8,NULL
BF3080,Quá trình và thiết bị cơ học,3(3-1-0-6),3,4,0.8,NULL
BF3090,Quá trình và thiết bị nhiệt,3(3-1-0-6),3,4,0.8,NULL
BF3091,TN Hóa sinh,2(0-0-4-4),2,6,1,NULL
BF3110,Quá trình và thiết bị chuyển khối,3(3-1-0-6),3,4,0.8,NULL
BF3111,Vi sinh vật,3(3-0-0-6),3,3,0.7,NULL
BF3112,TN Vi sinh vật,2(0-0-4-4),2,6,0.7,NULL
BF3113,Sinh học tế bào và miễn dịch,4(3-1-1-8),4,5.5,0.7,NULL
BF3114,Sinh thái học môi trường,3(3-0-0-6),3,3,0.7,NULL
BF3115,Di truyền học và sinh học phân tử,3(2-2-0-6),3,4,0.7,NULL
BF3116,Kỹ thuật gen,3(2-1-1-6),3,4.5,0.7,NULL
BF3117,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.7,NULL
BF3119,Miễn dịch học,2(2-0-0-4),2,2,0.7,NULL
BF3120,Quá trình và thiết bị sinh học,2(2-1-0-6),2,3,0.8,NULL
BF3121,Quá trình và thiết bị CNSH,2(2-0-0-4),2,2,0.7,NULL
BF3122,Đồ án chuyên ngành,2(0-4-0-4),2,4,0.5,NULL
BF3123,Tin sinh học,2(1-0-2-4),2,4,0.7,NULL
BF3124,Hệ thống quản lý chất lượng trong CNSH,2(2-1-0-4),2,3,0.7,NULL
BF3125,Kỹ thuật đo lường và điều khiển quá trình công nghệ,2(2-0-1-4),2,3.5,0.7,NULL
BF3130,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,0.7,NULL
BF3131,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,0.7,NULL
BF3140,Phụ gia thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF3150,Bao bì thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF3160,Dinh dưỡng an toàn thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3170,Phương pháp phân tích bằng dụng cụ trong CNTP,2(2-1-0-4),2,3,0.7,NULL
BF3180,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,0.7,NULL
BF3181,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,0.7,NULL
BF3190,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,0.7,NULL
BF3191,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,0.7,NULL
BF3199,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7,NULL
BF3200,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,0.8,NULL
BF3201,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,0.8,NULL
BF3210,Ngoại ngữ chuyên ngành I,2(2-1-0-4),2,3,0.7,NULL
BF3211,Pháp chuyên ngành I,2(2-1-0-4),2,3,0.7,NULL
BF3220,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,0.7,NULL
BF3221,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,0.7,NULL
BF3230,Cơ sở lập dự án thiết kế NMTP-SH,2(2-1-0-4),2,3,0.8,NULL
BF3250,Thực tập nhận thức,2(0-0-4-8),2,4,0.8,NULL
BF3350,Hóa sinh đại cương,4(3-1-2-8),4,7,0.7,NULL
BF3360,Vi sinh vật học đại cương,4(3-1-2-8),4,7,0.6,NULL
BF3370,Hóa sinh công nghiệp,2(2-1-0-4),2,3,0.8,NULL
BF3380,Sinh học tế bào,3(2-1-1-6),3,4.5,0.8,NULL
BF3390,Vi sinh vật học ứng dụng,2(2-1-0-4),2,3,0.6,NULL
BF3400,Ngoại ngữ chuyên ngành,2(2-1-0-4),2,3,0.7,NULL
BF3410,Sinh học phân tử,2(2-1-0-4),2,3,0.7,NULL
BF3420,Di truyền học,2(2-1-0-4),2,3,0.8,NULL
BF3430,Các phương pháp phân tích bằng công cụ trong CNSH,3(2-1-1-6),3,4.5,0.8,NULL
BF3440,Tối ưu hóa các QT trong CNSH,2(2-1-0-4),2,3,0.8,NULL
BF3450,Thực tập nhận thức,2(0-0-4-8),2,4,1,NULL
BF3460,Kỹ thuật đo lường và điều khiển quá trình công nghệ,3(3-1-0.5-4),3,5,0.8,NULL
BF3480,Quá trình và thiết bị 3,3(2-1-0-6),3,3,0.7,NULL
BF3490,Sinh hóa miễn dịch,2(2-1-0-4),2,3,0.8,NULL
BF3501,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7,NULL
BF3501E,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.5,NULL
BF3507,Hoá sinh,4(4-0-0-8),4,4,0.6,NULL
BF3507E,Hoá sinh,4(4-0-0-8),4,4,0.7,NULL
BF3508,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8,NULL
BF3508E,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.5,NULL
BF3509,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.6,NULL
BF3509E,Vi sinh vật đại cương,3(3-0-0-6),3,3,0.7,NULL
BF3513,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7,NULL
BF3513E,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7,NULL
BF3514,Dinh dưỡng,2(2-0-0-4),2,2,0.7,NULL
BF3514E,Dinh dưỡng,2(2-0-0-4),2,2,0.7,NULL
BF3515,An toàn thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3515E,An toàn thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3522,Vật lý học Thực phẩm,2(2-0-0-4),2,2,0.6,NULL
BF3522E,Vật lý học thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3524,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,0.7,NULL
BF3524E,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,0.7,NULL
BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3525E,Quản lý chất lượng trong công nghiệp thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF3531,Quá trình và thiết bị CNTP I,2(2-0-1-4),2,3.5,0.7,NULL
BF3532,Quá trình và thiết bị CNTP II,3(2-1-1-6),3,4.5,0.7,NULL
BF3533,Quá trình và thiết bị CNTP III,3(2-1-1-6),3,4.5,0.7,NULL
BF3534,Kỹ thuật đo lường và lý thuyết điều khiển tự động trong CNTP,3(3-0-1-6),3,4.5,0.7,NULL
BF3534E,Kỹ thuật đo lường và lý thuyết ĐKTĐ trong CNTP,3(3-0-1-6),3,4.5,0.7,NULL
BF3536,Đồ án I – Quá trình và thiết bị CNTP,1(0-2-0-2),1,2,0.5,NULL
BF3550,An toàn sinh học,2(2-1-0-4),2,3,0.6,NULL
BF3560,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8,NULL
BF3601,Sinh học tế bào và miễn dịch học,3(2-1-1-6),3,4.5,0.6,NULL
BF3602,Sinh học phân tử,3(2-1-1-6),3,4.5,0.6,NULL
BF3700,Kỹ thuật an toàn và môi trường,2(2-1-0-6),2,3,0.8,NULL
BF3701,Vi sinh vật I,3(3-0-0-6),3,3,0.7,NULL
BF3701E,Vi sinh vật I,3(3-0-0-6),3,3,0.7,NULL
BF3702,Thí nghiệm vi sinh vật,2(0-0-4-4),2,6,0.7,NULL
BF3702E,Thí nghiệm vi sinh vật,2(0-0-4-4),2,4,0.7,NULL
BF3703,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7,NULL
BF3703E,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7,NULL
BF3704,Miễn dịch học,2(2-0-0-4),2,2,0.7,NULL
BF3704E,Miễn dịch học,2(2-0-0-4),2,2,0.7,NULL
BF3705,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,0.7,NULL
BF3705E,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,0.7,NULL
BF3706,Kỹ thuật gen,2(2-0-1-4),2,3.5,0.7,NULL
BF3706E,Kỹ thuật gen,2(2-0-1-4),2,3.5,0.7,NULL
BF3707,Tin sinh học,2(1-0-2-4),2,4,0.6,NULL
BF3707E,Tin sinh học,2(1-2-0-4),2,3,0.6,NULL
BF3708,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.6,NULL
BF3708E,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.6,NULL
BF3709E,Quá trình và thiết bị,3(2-2-0-6),3,4,0.7,NULL
BF3710,Kỹ thuật điều khiển tự động,3(3-1-1-6),3,5.5,0.8,NULL
BF3710E,Quá trình và thiết bị CNSH,2(2-1-0-4),2,3.5,0.7,NULL
BF3711,Quá trình và thiết bị CNSH I,2(1-1-1-4),2,3.5,0.7,NULL
BF3711E,Vật liệu sinh học,2(2-1-0-4),2,3,0.7,NULL
BF3712,Quá trình và thiết bị CNSH II,3(2-1-1-6),3,4.5,0.7,NULL
BF3713,Quá trình và thiết bị CNSH III,2(2-1-0-4),2,3,0.6,NULL
BF3714,Đồ án quá trình và thiết bị CNSH,1(0-2-0-2),1,2,0.5,NULL
BF3811,Nguyên liệu và phụ gia thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3813,Bảo quản thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF3814,Quá trình và thiết bị cơ học,2(2-0-0-4),2,2,0.7,NULL
BF3815,Quá trình và thiết bị chuyển khối,2(2-0-0-4),2,2,0.7,NULL
BF3816,Quá trình và thiết bị truyền nhiệt,2(2-0-0-4),2,2,0.7,NULL
BF3817,Đồ án I - Quá trình thiết bị,2(0-0-4-4),2,4,0.7,NULL
BF3818,Đồ án II – Công nghệ thực phẩm,2(0-0-4-4),2,4,0.7,NULL
BF3819,Công nghệ sản xuất thực phẩm,4(4-0-0-8),4,4,0.7,NULL
BF3827,Thí nghiệm quá trình và thiết bị,2(0-0-4-4),2,6,0.7,NULL
BF3831,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm(CN),3(2-0-2-6),3,5,0.7,NULL
BF3840,Hệ thống Quản lý chất lượng thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4010,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8,NULL
BF4020,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8,NULL
BF4030,CN dầu béo- chất thơm,2(2-0-1-4),2,3.5,0.7,NULL
BF4040,CN Đường,2(2-0-1-4),2,3.5,0.7,NULL
BF4050,CN bánh kẹo,2(2-0-1-4),2,3.5,0.7,NULL
BF4060,CN chè Cà phê,2(2-0-1-4),2,3.5,0.7,NULL
BF4070,CN thuốc lá,2(2-0-1-4),2,3.5,0.7,NULL
BF4080,Kỹ thuật lạnh thực phẩm,2(2-1-0.5-4),2,4,0.8,NULL
BF4090,Công nghệ các sản phẩm sữa,2(2-0-1-4),2,3.5,0.7,NULL
BF4092,Hóa sinh thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF4093,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,0.7,NULL
BF4094,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4095,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,0.7,NULL
BF4100,Thông gió hút bụi và điều hòa không khí,2(2-0-0-4),2,2,0.8,NULL
BF4110,Kỹ thuật bảo quản và chế biến hải sản,2(2-0-1-4),2,3.5,0.8,NULL
BF4120,Công nghệ bảo quản và chế biến rau quả,2(2-0-1-4),2,3.5,0.7,NULL
BF4130,Công nghệ chế biến lương thực,2(2-0-1-4),2,3.5,0.7,NULL
BF4140,Công nghệ bảo quản lương thực,2(2-0-1-4),2,3.5,0.7,NULL
BF4150,"Công nghệ thịt,các sản phẩm thịt và phụ phẩm",2(2-0-1-4),2,3.5,0.7,NULL
BF4151,Kỹ thuật sinh học xử lý chất thải,3(3-1-0-6),3,4,0.7,NULL
BF4152,Công nghệ vi sinh vật,3(3-0-0-6),3,3,0.7,NULL
BF4153,Công nghệ tế bào động vật,2(2-0-0-4),2,2,0.8,NULL
BF4154,Công nghệ enzyme,3(3-0-0-6),3,3,0.8,NULL
BF4155,Kỹ thuật thu nhận hợp chất có hoạt tính sinh học từ thực vật,2(2-1-0-4),2,3,0.6,NULL
BF4156,TN Thu nhận các hoạt chất sinh học từ thực vật,2(0-0-4-4),2,6,0.6,NULL
BF4160,CN Enzym,3(2-1-1-6),3,4.5,0.8,NULL
BF4161,TN Kỹ thuật sinh học xử lý chất thải,2(0-0-4-4),2,6,0.6,NULL
BF4162,TN Công nghệ lên men,2(0-0-4-4),2,6,0.6,NULL
BF4163,TN Kỹ thuật DNA tái tổ hợp,2(0-0-4-4),2,6,1,NULL
BF4164,TN Công nghệ enzyme,2(0-0-4-4),2,6,1,NULL
BF4170,CN rượu vang,3(2-1-1-6),3,4.5,0.7,NULL
BF4173,Quy hoạch thực nghiệm,2(2-0-0-4),2,2,0.7,NULL
BF4174,Công nghệ sản phẩm lên men,2(2-0-0-4),2,2,0.7,NULL
BF4175,Công nghệ sinh khối vi sinh vật,2(2-0-0-4),2,2,0.7,NULL
BF4180,CN Cồn etylic,3(2-1-1-6),3,4.5,0.7,NULL
BF4181,Thực tập kỹ thuật,2(2-0-6-4),2,4,0.7,NULL
BF4190,CN Mỳ chính và các sản phẩm giàu axit amin,3(2-1-1-6),3,4.5,0.7,NULL
BF4191,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
BF4200,Công nghệ nấm men,2(2-1-0-4),2,3,0.8,NULL
BF4210,CN Malt và Bia,3(2-1-1-6),3,4.5,0.8,NULL
BF4211,CN Malt và Bia,3(2-1-1-6),3,4.5,0.7,NULL
BF4212,Enzym trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4213,Bảo quản nông sản thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4214,TN chuyên ngành CNTP,3(0-0-6-6),3,9,1,NULL
BF4215,Đồ án chuyên ngành CNTP,2(0-0-4-4),2,4,0.5,NULL
BF4216,Nguyên liệu thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4217,Công nghệ lạnh thực phẩm,2(1-2-0-4),2,3,0.8,NULL
BF4219,Kỹ thuật thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF4220,Marketing Sinh học – thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4230,Tin học ứng dụng trong quản lý chất lượng,2(2-1-0-4),2,3,0.7,NULL
BF4240,Tin học ứng dụng trong CNTP,2(2-1-0-4),2,3,0.8,NULL
BF4250,Luật thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4260,Ứng dụng vi sinh vật trong CN thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4270,Hệ thống chất lượng TP ISO/HACCP,2(2-1-0-4),2,3,0.7,NULL
BF4291,Kỹ thuật thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF4310,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7,NULL
BF4311,Kiểm soát chất lượng VSV trong TP,2(1-0-2-4),2,4,0.8,NULL
BF4312,Đánh giá cảm quan thực phẩm,2(1-0-2-4),2,4,0.7,NULL
BF4313,Phân tích thành phần lý hóa thực phẩm,2(1-0-2-4),2,4,0.7,NULL
BF4314,Hệ thống văn bản quản lý chất lượng,3(2-2-0-6),3,4,0.6,NULL
BF4315,Xử lý thống kê ứng dụng,2(2-1-0-4),2,3,0.7,NULL
BF4316,Marketing thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4317,Bao bì thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4318,Tiêu chuẩn và quy chuẩn thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4319,Phụ gia thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4321,Đồ án chuyên ngành QLCL,2(0-0-4-4),2,4,0.5,NULL
BF4340,Hệ thống quản lý và đảm bảo chất lượng,2(2-1-0-4),2,3,0.6,NULL
BF4410,CN Enzym,3(2-1-1-6),3,4.5,0.7,NULL
BF4411,Máy và thiết bị chế biến thực phẩm,3(3-0-0-6),3,3,0.8,NULL
BF4412,Điều khiển tự động các quá trình công nghệ thực phẩm,2(2-0-0-4),2,2,0.8,NULL
BF4415,TN chuyên ngành QTTB,2(0-0-4-4),2,6,0.8,NULL
BF4416,Máy tự động trong sản xuất TP,2(2-0-0-4),2,2,0.8,NULL
BF4419,Ứng dụng tin học trong tính toán thiết kế máy và thiết bị,2(2-1-0-4),2,3,0.8,NULL
BF4420,Tin sinh học,2(1-1-0-4),2,2,0.6,NULL
BF4421,Đồ án chuyên ngành QTTB,2(0-0-4-4),2,4,1,NULL
BF4430,Kỹ thuật gen vi sinh vật,3(2-1-1-6),3,4.5,0.6,NULL
BF4440,Công nghệ lên men công nghiệp,3(2-1-1-6),3,4.5,0.7,NULL
BF4450,Quản lý chất lượng trong CN sinh học,2(2-1-0-4),2,3,0.7,NULL
BF4460,CN sinh học môi trường,2(2-1-0-4),2,3,0.8,NULL
BF4480,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8,NULL
BF4506,Quản lý chất thải trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4506E,Quản lý chất thải trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4510,CN sinh học thực vật,3(2-1-1-6),3,4.5,0.8,NULL
BF4511,Enzym trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4511E,Enzym trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4512,Bao bì thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4512E,Bao bì thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4513,Kiểm soát vi sinh vật trong Thực phẩm,2(1-0-2-4),2,4,0.5,NULL
BF4514,Công nghệ lạnh Thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4515,Bảo quản sau thu hoạch,2(2-0-0-4),2,2,0.7,NULL
BF4518,Đồ án chuyên ngành CNTP,2(0-1-3-6),2,4,0.7,NULL
BF4521,Phụ gia Thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4522,Kỹ thuật phân tích cảm quan thực phẩm,2(1-0-2-4),2,4,0.7,NULL
BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,2(1-0-2-4),2,4,0.7,NULL
BF4523,Phân tích thành phần lý hóa thực phẩm,2(1-0-2-4),2,4,0.7,NULL
BF4524,Hệ thống quản lý và đảm bảo chất lượng thực phẩm,3(2-2-0-6),3,4,0.7,NULL
BF4525,Thống kê ứng dụng trong Công nghệ Thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4526,Marketing thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4526E,Marketing thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4527,Đồ án Chuyên ngành Quản lý chất lượng,1(0-2-0-2),1,2,0.7,NULL
BF4530,CN protein,3(2-1-1-6),3,4.5,0.7,NULL
BF4531,Máy và thiết bị chế biến thực phẩm,3(3-0-0-6),3,3,0.7,NULL
BF4532,Điều khiển tự động các quá trình công nghệ thực phẩm,2(2-1-0-4),2,3,0.7,NULL
BF4533,Thí nghiệm chuyên ngành QTTB,2(0-0-4-4),2,6,0.7,NULL
BF4534,Máy tự động trong sản xuất TP,2(2-0-0-4),2,2,0.7,NULL
BF4535,Đồ án chuyên ngành QTTB,2(0-4-0-4),2,4,0.7,NULL
BF4540,CN sản xuất các axit và dung môi hữu cơ,2(2-1-0-4),2,3,0.8,NULL
BF4550,CN lên men các hợp chất kháng sinh,2(2-1-0-4),2,3,0.7,NULL
BF4559E,Vi sinh vật thực phẩm và bảo quản sau thu hoạch,3(3-0-0-6),3,3,0.7,NULL
BF4561E,Phân tích nhanh thực phẩm,3(2-0-2-4),3,5,0.7,NULL
BF4562E,Hệ thống quản lý chất lượng TP,2(2-0-0-4),2,2,0.7,NULL
BF4580,Thực tập kỹ thuật,2(2-0-6-4),2,4,0.5,NULL
BF4590,CN axit amin,2(2-1-0-4),2,3,0.8,NULL
BF4591,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
BF4598E,Đồ án CNTP,2(0-1-3-4),2,4,0.7,NULL
BF4601,Công nghệ tế bào và mô,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4602,Phát triển sinh phẩm y tế,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4603,Ứng dụng của vật liệu sinh học trong chữa trị bệnh,3(2-2-0-6),3,4,0.7,NULL
BF4604,Kỹ thuật phân tích y sinh,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4605,Kỹ thuật chẩn đoán phân tử,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4605E,Kỹ thuật chẩn đoán phân tử,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4606,Kỹ thuật miễn dịch và enzyme,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4607,Phát triển sinh phẩm chẩn đoán,3(2-1-0.5-6),3,3.5,0.6,NULL
BF4608,Quản lý chất lượng trong KTYS,3(3-0-0-6),3,3,0.7,NULL
BF4610,Công nghệ tế bào động vật,2(2-1-0-4),2,3,0.8,NULL
BF4620,CN vacxin,2(2-1-0-4),2,3,0.6,NULL
BF4630,CN chế phẩm sinh học bảo vệ thực vật,2(2-0-1-4),2,3.5,0.8,NULL
BF4640,CN phân bón vi sinh,2(2-1-0-4),2,3,0.7,NULL
BF4660,Kỹ thuật sinh học xử lý nước thải,3(2-1-1-6),3,4.5,0.7,NULL
BF4661E,Quản lý chất lượng trong công nghiệp dược phẩm và thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4670,Độc tố học,2(2-1-0-4),2,3,0.8,NULL
BF4680,Kỹ thuật sinh học xử lý chất thải rắn,2(2-1-0-4),2,3,0.8,NULL
BF4701,Kỹ thuật sinh học xử lý chất thải,3(2-2-0-6),3,4,0.7,NULL
BF4702,Độc tố học môi trường,2(2-0-0-4),2,2,0.7,NULL
BF4703,Vi sinh vật II - môi trường,2(2-0-0-4),2,2,0.7,NULL
BF4704,TN Kỹ thuật sinh học xử lý chất thải,2(0-0-4-4),2,6,0.7,NULL
BF4705,Kỹ thuật lên men,3(2-2-0-6),3,4,0.7,NULL
BF4705E,Kỹ thuật lên men,3(2-2-0-6),3,4,0.7,NULL
BF4706,Kỹ thuật phân tích phân tử trong CNTP,2(2-0-1-4),2,3.5,0.7,NULL
BF4707,Vi sinh vật II - thực phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4708,Thí nghiệm kỹ thuật lên men,2(0-0-4-4),2,6,0.7,NULL
BF4709,Kỹ thuật thu hồi hoàn thiện sản phẩm,2(2-0-0-4),2,2,0.7,NULL
BF4710,Thí nghiệm chuyên ngành CNTP,2(0-0-4-4),2,6,0.7,NULL
